spu_code,material_name,offer_id,run_crawled_at,updated_at,n_main,n_gallery,n_detail,best_main_min_side,old_category_code,new_category_code,created_leaf_codes,cat_status,status
MG-PF76610A4B652,冲击扳手,21968573,20260710_220036,2026-07-12T07:36:26+00:00,1,3,2,800,07.003.018,07.003.018,,no_L1,updated
MG-PF7817A11C7B5,普通铁抹子,003173,20260710_220036,2026-07-12T07:36:26+00:00,1,4,0,800,04.011.001.011,04.011.001.011,,unchanged,updated
MG-PF8081EF20603,电工胶带,059350,20260710_220036,2026-07-12T07:36:26+00:00,1,4,7,800,15.001.001.001,15.001.001.003,,changed,updated
MG-PF87660CBF1F8,钢丝绳U型卡扣,12420065,20260710_220036,2026-07-12T07:36:26+00:00,1,2,3,800,09.003.001.004,09.003.001.004,,no_L1,updated
MG-PF8A00DD4A7A6,电流表,17634695,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,31.004.004.001,31.004.004.001,,unchanged,updated
MG-PF8BEAE379769,超声波加湿器,13309672,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,10.001.005.004,10.001.007.004,,changed,updated
MG-PFA082CDB7459,步步紧（大刀片）,010070,20260710_220036,2026-07-12T07:36:26+00:00,1,4,1,800,21.003.010.001,21.003.010.001,,unchanged,updated
MG-PFA62F496380C,雨衣,23469818,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,01.002.002.001,01.002.002.001,,unchanged,updated
MG-PFA8A78208227,集装箱房,V35864774,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,22.006.001.002,22.006.001.001,,changed,updated
MG-PFB8CDEBB54E5,实木凳子,V31463885,20260710_220036,2026-07-12T07:36:26+00:00,1,3,0,800,32.002,32.002,,no_L1,updated
MG-PFB9115A0B4EE,玻璃胶,12914319,20260710_220036,2026-07-12T07:36:26+00:00,1,2,4,800,08.011.001.002,03.001.003.003,,changed,updated
MG-PFBA4001D8BEC,封闭式开关,22098453,20260710_220036,2026-07-12T07:36:26+00:00,1,4,4,800,31.003.005.003,14.002.009.001,,changed,updated
MG-PFBB148EF7938,PVC变径,12354557,20260710_220036,2026-07-12T07:36:26+00:00,1,3,1,800,28.003.004.021,28.003.003.081,,changed,updated
MG-PFBDC03BE09A7,暗合页,25474956,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,20.004.007.002,20.004.007.002,,unchanged,updated
MG-PFC160564D9B8,网格带,15118189,20260710_220036,2026-07-12T07:36:26+00:00,1,2,6,800,16.003.001.001,16.003.001.001,,unchanged,updated
MG-PFC5134E3D3B1,高压真空接触器,14029006,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,14.002.007.003,14.002.007.003,,unchanged,updated
MG-PFCC5E2B1B64F,普通铆钉,11004293,20260710_220036,2026-07-12T07:36:26+00:00,1,4,5,800,08.002.003.001,08.002.002.001,,changed,updated
MG-PFD2CD34BCF17,安全阀,16368124,20260710_220036,2026-07-12T07:36:26+00:00,1,2,1,800,25.001.001.007,25.001.005.001,,changed,updated
MG-PFD385030D3F7,普通平板玻璃,V32644730,20260710_220036,2026-07-12T07:36:26+00:00,1,2,0,800,20.003.014.004,20.003.014.004,,unchanged,updated
MG-PFE8ADF86004F,环氧树脂底漆 HB - 黄色,29779476,20260710_220036,2026-07-12T07:36:26+00:00,1,2,8,800,18.003.001.004,18.003.001.004,,unchanged,updated
MG-PFEF1EB9DC22D,防风眼镜,25924489,20260710_220036,2026-07-12T07:36:26+00:00,1,4,9,800,01.006.002.002,01.006.002.003,,changed,updated
MG-PFEFB1275A231,三相插头,13070286,20260710_220036,2026-07-12T07:36:26+00:00,1,3,7,800,31.007.004.001,15.002.001.001,,changed,updated
MG-PFFAD981AD9A1,钢制法兰盘,023664,20260710_220036,2026-07-12T07:36:26+00:00,1,3,4,800,25.001.003.001,25.001.003.010,,changed,updated
